address;webSite;helpPhone;dimensions;coordinates
Шипиловская улица, дом 36 ;sevorehovo-borisovo.mos.ru;+7 (495) 394-01-36;площадь (кв. м): 299;{type=Point, coordinates=[37.723965983311786, 55.62019614301733]}
3-я Гражданская улица, дом 6;www.bogorodskoe-mo.ru;+7 (495) 603-27-11;площадь (кв. м): 612;{type=Point, coordinates=[37.70578705199945, 55.811807952838045]}
Окская улица, дом 5 ;ryazansky.mos.ru;+7 (495) 371-09-77;площадь (кв. м): 364;{type=Point, coordinates=[37.75672427976224, 55.71370225619108]}
16-я Парковая улица, дом 19 ;v-izm.mos.ru;+7 (499) 463-62-09;площадь (кв. м): 105;{type=Point, coordinates=[37.823987168525356, 55.80031596581446]}
Щербаковская улица, дом 32/7;mosg.ru;+7 (499) 785-02-91;площадь (кв. м): 405;{type=Point, coordinates=[37.729827201211606, 55.78174602136275]}
улица Генерала Белова, дом 33/19;sevorehovo-borisovo.mos.ru;+7 (495) 394-01-36;площадь (кв. м): 240;{type=Point, coordinates=[37.72158228318363, 55.61338216071024]}
улица Декабристов, дом 34;otradnoe.mos.ru;+7 (495) 708-44-69;площадь (кв. м): 336;{type=Point, coordinates=[37.61499748379098, 55.85997786216341]}
Касимовская улица, дом 7 ;bv.mos.ru;+7 (499) 218-27-30;площадь (кв. м): 360;{type=Point, coordinates=[37.65467026389219, 55.59965308344021]}
проезд Черского, дом 7;gbualtuf.ru;+7 (499) 902-22-20;площадь (кв. м): 310;{type=Point, coordinates=[37.5810204757397, 55.876893476145305]}
Вешняковская улица, дом 1 ;veshnyaki.su;+7 (495) 770-09-42;площадь (кв. м): 900;{type=Point, coordinates=[37.81852407130667, 55.73944945780614]}
3-я Парковая улица, дом 30;izmaylowo.mos.ru;+7 (495) 652-07-31;площадь (кв. м): 630;{type=Point, coordinates=[37.78375900896679, 55.79815219486767]}
Борисовский проезд, дом 44 ;sevorehovo-borisovo.mos.ru;+7 (495) 394-01-36;площадь (кв. м): 240;{type=Point, coordinates=[37.72236081604793, 55.6146144796534]}
Алтуфьевское шоссе, дом 26В;otradnoe.mos.ru;+7 (495) 708-44-69;площадь (кв. м): 364.5;{type=Point, coordinates=[37.58884825583466, 55.8640744415987]}
Широкая улица, дом 21 ;smedvedkovo.mos.ru;+7 (499) 476-77-86;площадь (кв. м): 413;{type=Point, coordinates=[37.67136577783294, 55.8886095900241]}
Алтуфьевское шоссе, дом 64В;gbualtuf.ru;+7 (499) 902-22-20;площадь (кв. м): 286;{type=Point, coordinates=[37.59136352323081, 55.884968930298015]}
Ореховый бульвар, дом 53;zyablikovo.mos.ru;+7 (495) 396-15-76;площадь (кв. м): 375;{type=Point, coordinates=[37.75009202223862, 55.613525164011236]}
6-я Радиальная улица, дом 5 ;bv.mos.ru/;+7 (499) 218-27-30;площадь (кв. м): 800;{type=Point, coordinates=[37.65963827159888, 55.605205690525494]}
Малая Семёновская улица, дом 12;mosg.ru;+7 (499) 785-02-91;площадь (кв. м): 280;{type=Point, coordinates=[37.710972966125034, 55.78404562736052]}
Кунцевская улица, дом 2/7 ;kuntsevo.mos.ru;+7 (499) 141-25-36;площадь (кв. м): 600;{type=Point, coordinates=[37.42177796427914, 55.73168872796222]}
Дмитровское шоссе, дом 38 ;timmun.ru;+7 (499) 760-77-03;площадь (кв. м): 295;{type=Point, coordinates=[37.571904311924705, 55.84111062170885]}
улица Декабристов, дом 10 ;otradnoe.mos.ru;+7 (495) 708-44-69;площадь (кв. м): 154;{type=Point, coordinates=[37.596814525035, 55.865987169914355]}
Студёный проезд, дом 12;smedvedkovo.mos.ru;+7 (499) 476-77-86;площадь (кв. м): 200;{type=Point, coordinates=[37.65986523732342, 55.891980505695884]}
проезд Шокальского, дом 30 ;smedvedkovo.mos.ru;+7 (499) 476-77-86;площадь (кв. м): 1290;{type=Point, coordinates=[37.65078419189548, 55.88041563707601]}
Костромская улица, дом 6 ;gbualtuf.ru;+7 (499) 902-22-20;площадь (кв. м): 260;{type=Point, coordinates=[37.59204712254235, 55.88643695073227]}
улица Лётчика Бабушкина, дом 27;babushkinsky.mos.ru;+7 (495) 471-11-70;площадь (кв. м): 232;{type=Point, coordinates=[37.67381068194221, 55.869129386579665]}
Булатниковская улица, дом 2;gbu-bz.ru;+7 (495) 384-05-00;площадь (кв. м): 420;{type=Point, coordinates=[37.65411052556617, 55.58169387907398]}
Шипиловская улица, дом 60 ;zyablikovo.mos.ru;+7 (495) 396-15-76;площадь (кв. м): 600;{type=Point, coordinates=[37.748533676260955, 55.6219586191712]}
проспект Мира, дом 97;ostankino.mos.ru;+7 (495) 615-96-60;площадь (кв. м): 173;{type=Point, coordinates=[37.63585746672872, 55.809448052598206]}
Ореховый проезд, дом 31;zyablikovo.mos.ru;+7 (495) 396-15-76;площадь (кв. м): 405;{type=Point, coordinates=[37.732157374756284, 55.61936583192475]}
Нагатинская улица, дом 19;nagatino-sadovniki.mos.ru;+7 (499) 612-07-46;площадь (кв. м): 375;{type=Point, coordinates=[37.643886022789125, 55.680036165539434]}
Амурская улица, дом 14;www.gbugol.com;+7 (495) 467-65-84;площадь (кв. м): 900;{type=Point, coordinates=[37.76340176237461, 55.80702601512137]}
Оранжерейная улица, дом 13А;kosino-uhtomski.mos.ru;+7 (499) 721-12-59;площадь (кв. м): 800;{type=Point, coordinates=[37.86432228279795, 55.71846455826818]}
улица Ивана Франко, дом 34;kuntsevo.mos.ru/;+7 (499) 141-25-36;площадь (кв. м): 360;{type=Point, coordinates=[37.418265915310364, 55.728343011302194]}
улица Яблочкова, дом 23 ;dez-butyrskiy.ru;+7 (495) 610-42-01;площадь (кв. м): 505.6;{type=Point, coordinates=[37.57899501810234, 55.82067462464721]}
Изюмская улица, дом 50;ubutovo.mos.ru;+7 (495) 712-70-11;площадь (кв. м): 452.1;{type=Point, coordinates=[37.55932117321005, 55.54432664914299]}
Днепропетровская улица, дом 5 ;chertanovocentr.mos.ru;+7 (495) 316-73-66;площадь (кв. м): 459;{type=Point, coordinates=[37.602414973412685, 55.62111798293557]}
Южнобутовская улица, дом 117;ubutovo.mos.ru/;+7 (495) 712-70-11;площадь (кв. м): 220;{type=Point, coordinates=[37.51914340908656, 55.532564557442726]}
Ореховый бульвар, дом 29/49;zyablikovo.mos.ru;+7 (495) 396-15-76;площадь (кв. м): 600;{type=Point, coordinates=[37.733287405108435, 55.613967008090434]}
Липецкая улица, дом 24 ;bv.mos.ru/;+7 (499) 218-27-30;площадь (кв. м): 364;{type=Point, coordinates=[37.66934979911888, 55.59272536318759]}
Новочерёмушкинская улица, дом 49;mcherem.ru;+7 (495) 332-13-11;площадь (кв. м): 520;{type=Point, coordinates=[37.57147389327967, 55.672558481334505]}
улица Грекова, дом 4;smedvedkovo.mos.ru;+7 (499) 476-77-86;площадь (кв. м): 250;{type=Point, coordinates=[37.66296280024858, 55.88475275701874]}
Липецкая улица, дом 17 ;bv.mos.ru;+7 (499) 218-27-30;площадь (кв. м): 448;{type=Point, coordinates=[37.686307386708656, 55.580930739751025]}
Венёвская улица, дом 21;ubutovo.mos.ru;+7 (495) 712-70-11;площадь (кв. м): 360;{type=Point, coordinates=[37.55103913414808, 55.54383217874082]}
Погонный проезд, дом 23 ;www.bogorodskoe-mo.ru;+7 (495) 603-27-11;площадь (кв. м): 759;{type=Point, coordinates=[37.71525531138861, 55.82092324133015]}
улица Цюрупы, дом 22 ;mcherem.ru;+7 (495) 332-13-11;площадь (кв. м): 481.6;{type=Point, coordinates=[37.567550459487975, 55.6677572663632]}
1-я Мелитопольская улица, дом 10;ubutovo.mos.ru;+7 (495) 712-70-11;площадь (кв. м): 135;{type=Point, coordinates=[37.57982713758273, 55.54130485432948]}
Чечёрский проезд, дом 24;ubutovo.mos.ru;+7 (495) 712-70-11;площадь (кв. м): 540;{type=Point, coordinates=[37.540654750607544, 55.53722341736844]}
бульвар Дмитрия Донского, дом 11 ;sevbutovo.mos.ru;+7 (495) 711-18-18;площадь (кв. м): 600;{type=Point, coordinates=[37.577920464388995, 55.56635281949402]}
Новоалексеевская улица, дом 11;alekseevsky.mos.ru;+7 (495) 682-45-94;площадь (кв. м): 600;{type=Point, coordinates=[37.64483037023347, 55.80940229114798]}
Домодедовская улица, дом 42;orehovo-borisovo-juzhnoe.mos.ru;+7 (495) 343-24-83;площадь (кв. м): 294;{type=Point, coordinates=[37.712967108804406, 55.602589927534005]}
Астрадамская улица, дом 6;timmun.ru;+7 (499) 760-77-03;площадь (кв. м): 460;{type=Point, coordinates=[37.564546412335545, 55.814337642311145]}
Бартеневская улица, дом 57;ubutovo.mos.ru;+7 (495) 712-70-11;площадь (кв. м): 496;{type=Point, coordinates=[37.51680967499993, 55.54629794199177]}
улица Академика Семёнова, дом 3;ubutovo.mos.ru;+7 (495) 712-70-11;площадь (кв. м): 475.5;{type=Point, coordinates=[37.512030004654825, 55.54381930821194]}
улица Шмидта, дом 7;lianozovo.mos.ru;+7 (499) 908-80-79;площадь (кв. м): 576;{type=Point, coordinates=[37.55757302503024, 55.90557960654649]}
улица Новаторов, дом 40А;obruchev.mos.ru;+7 (495) 935-90-60;площадь (кв. м): 350.8;{type=Point, coordinates=[37.52030670495816, 55.660902250613404]}
Лухмановская улица, дом 33;kosino-uhtomski.mos.ru;+7 (499) 721-12-59;площадь (кв. м): 800;{type=Point, coordinates=[37.90659828313439, 55.723913920577544]}
7-я Северная линия, дом 13 ;severny.mos.ru;+7 (499) 767-66-44;площадь (кв. м): 162;{type=Point, coordinates=[37.551449480640066, 55.93755901183713]}
улица Академика Семёнова, дом 21;ubutovo.mos.ru;+7 (495) 712-70-11;площадь (кв. м): 322;{type=Point, coordinates=[37.502883506190756, 55.54116766369304]}
Вешняковская улица, дом 5 ;veshnyaki.su;+7 (495) 770-09-42;площадь (кв. м): 1000;{type=Point, coordinates=[37.82622854827557, 55.73820038295293]}
Сахалинская улица, дом 10/17;www.gbugol.com;+7 (495) 467-65-84;площадь (кв. м): 600;{type=Point, coordinates=[37.81840783865655, 55.82918828200304]}
Бойцовая улица, дом 14 ;www.bogorodskoe-mo.ru;+7 (495) 603-27-11;площадь (кв. м): 420;{type=Point, coordinates=[37.72135193614304, 55.81182824928282]}
Нагатинская набережная, дом 70;nagatinsky-zaton.mos.ru;+7 (499) 614-76-21;площадь (кв. м): 1050;{type=Point, coordinates=[37.69431021862521, 55.690271303554454]}
Лухмановская улица, дом 28;kosino-uhtomski.mos.ru;+7 (499) 721-12-59;площадь (кв. м): 800;{type=Point, coordinates=[37.908349579897376, 55.7211912989504]}
улица Каховка, дом 5 ;zuzino.mos.ru;+7 (499) 122-33-35;площадь (кв. м): 2743.5;{type=Point, coordinates=[37.589195250276624, 55.65021212048656]}
Алтуфьевское шоссе, дом 97 ;lianozovo.mos.ru;+7 (499) 908-86-47;площадь (кв. м): 479.2;{type=Point, coordinates=[37.58512653194735, 55.90503513629985]}
3-й проезд Подбельского, дом 16А;www.bogorodskoe-mo.ru;+7 (495) 603-27-11;площадь (кв. м): 200;{type=Point, coordinates=[37.72040339525965, 55.8168510911043]}
Тимирязевская улица, дом 9;timmun.ru;+7 (499) 760-77-03;площадь (кв. м): 312.5;{type=Point, coordinates=[37.56864981670261, 55.80921541175608]}
улица Проходчиков, дом 8;yaroslavsky.mos.ru;+7 (495) 656-16-11;площадь (кв. м): 233;{type=Point, coordinates=[37.72257976953479, 55.87493643639617]}
Лебедянская улица, дом 24 ;bv.mos.ru;+7 (499) 218-27-30;площадь (кв. м): 401;{type=Point, coordinates=[37.687102632143244, 55.58467057469931]}
улица Пестеля, дом 4А;otradnoe.mos.ru;+7 (495) 708-44-69;площадь (кв. м): 154;{type=Point, coordinates=[37.61637969237758, 55.864643425553474]}
Красноказарменная улица, дом 9;lefortovo.mos.ru;+7 (495) 361-17-84;площадь (кв. м): 686;{type=Point, coordinates=[37.69730728217322, 55.7585656995911]}
проезд Дежнёва, дом 25 ;medvedkovo-juzhnoe.mos.ru;+7 (499) 473-15-65;площадь (кв. м): 728;{type=Point, coordinates=[37.635084007642746, 55.86870457109883]}
Сахалинская улица, дом 4;www.gbugol.com;+7 (495) 467-65-84;площадь (кв. м): 495;{type=Point, coordinates=[37.81783190041527, 55.82542330276021]}
Хабаровская улица, дом 24;www.gbugol.com;+7 (495) 467-65-84;площадь (кв. м): 299;{type=Point, coordinates=[37.82599021639773, 55.82672689788781]}
аллея Жемчуговой, дом 5 ;veshnyaki.su;+7 (495) 770-09-42;площадь (кв. м): 1800;{type=Point, coordinates=[37.822946561892955, 55.73380045363217]}
Юрловский проезд, дом 14 ;otradnoe.mos.ru;+7 (495) 708-44-69;площадь (кв. м): 540;{type=Point, coordinates=[37.612674918979614, 55.87809939485984]}
9-я Северная линия, дом 25 ;severny.mos.ru;+7 (499) 767-66-44;площадь (кв. м): 450;{type=Point, coordinates=[37.552011454503905, 55.93307730408227]}
улица Бестужевых, дом 7В;otradnoe.mos.ru;+7 (495) 708-44-69;площадь (кв. м): 461.7;{type=Point, coordinates=[37.59782406133432, 55.870905919188885]}
улица Молодцова, дом 6;smedvedkovo.mos.ru;+7 (499) 476-77-86;площадь (кв. м): 250;{type=Point, coordinates=[37.639689688314164, 55.87918925216702]}
улица Бестужевых, дом 25В;otradnoe.mos.ru;+7 (495) 708-44-69;площадь (кв. м): 360;{type=Point, coordinates=[37.61349164831578, 55.87080973664997]}
Бескудниковский бульвар, дом 22;beskudnikovo.mos.ru;+7 (499) 480-04-03;площадь (кв. м): 338;{type=Point, coordinates=[37.56319112983604, 55.864818051605745]}
Палехская улица, дом 5 ;yaroslavsky.mos.ru;+7 (495) 656-16-11;площадь (кв. м): 140;{type=Point, coordinates=[37.69200208072836, 55.86378694801404]}
улица Мусы Джалиля, дом 27 ;zyablikovo.mos.ru/;+7 (495) 396-15-76;площадь (кв. м): 600;{type=Point, coordinates=[37.74549723107636, 55.619791234649526]}
Ленская улица, дом 14;babushkinsky.mos.ru;+7 (495) 471-11-70;площадь (кв. м): 350;{type=Point, coordinates=[37.66504124138897, 55.86721509608256]}
5-я Кожуховская улица, дом 12;uzhnoport.mos.ru;+7 (495) 958-98-64;площадь (кв. м): 648;{type=Point, coordinates=[37.66942035397217, 55.70468350647071]}
Авиамоторная улица, дом 28/6;lefortovo.mos.ru;+7 (495) 361-17-84;площадь (кв. м): 450;{type=Point, coordinates=[37.7198906715529, 55.74577680551125]}
Чуксин тупик, дом 3;timmun.ru;+7 (499) 760-77-03;площадь (кв. м): 338;{type=Point, coordinates=[37.55842441992714, 55.80600564358674]}
